['Time', 'Event0', 'Event1', 'Event2', 'Event3', 'Event4', 'Event5', 'Event6', 'Event7', 'Event8', 'Event9', 'Event10', 'Event11', 'Event12', 'Event13', 'Event14', 'Count']
['05:11:04', '', '', "(ASC,181.690,(r)) (Sun,181.806,(c)) (conjunction,7')", '', '', "(MC,92.253,(r)) (Sun,212.267,(d)) (trine,1')", '', '', '', '', "(ASC,181.690,(r)) (Neptune,151.721,(c)) (30-semisextile,2')", '', "(Sun,195.761,(r)) (MC,60.827,(c)) (135-sesquisquare,4')", '', '', 4]
['05:11:12', '', '', "(ASC,181.713,(r)) (Sun,181.805,(c)) (conjunction,6')", '', '', "(MC,92.284,(r)) (Sun,212.269,(d)) (trine,1')", '', '', '', '', "(ASC,181.713,(r)) (Neptune,151.718,(c)) (30-semisextile,0')", '', '', '', '', 3]
['05:11:20', '', '', "(ASC,181.736,(r)) (Sun,181.803,(c)) (conjunction,4')", '', '', "(MC,92.314,(r)) (Sun,212.272,(d)) (trine,3')", '', '', '', '', "(ASC,181.736,(r)) (Neptune,151.715,(c)) (30-semisextile,1')", '', '', '', '', 3]
['05:11:28', "(MC,92.345,(r)) (Pluto,137.426,(d)) (45-semisquare,5')", '', "(ASC,181.759,(r)) (Sun,181.801,(c)) (conjunction,3')", "(Venus,152.634,(r)) (ASC,197.552,(d)) (45-semisquare,5')", '', "(MC,92.345,(r)) (Sun,212.274,(d)) (trine,4')", '', '', '', '', "(ASC,181.759,(r)) (Neptune,151.712,(c)) (30-semisextile,3')", '', '', '', '', 5]
['05:11:36', "(MC,92.376,(r)) (Pluto,137.429,(d)) (45-semisquare,3')", '', "(ASC,181.782,(r)) (Sun,181.799,(c)) (conjunction,1')", "(Venus,152.634,(r)) (ASC,197.575,(d)) (45-semisquare,4')", '', '', '', '', '', '', "(ASC,181.782,(r)) (Neptune,151.709,(c)) (30-semisextile,4')", '', '', '', '', 4]
['05:11:44', "(MC,92.406,(r)) (Pluto,137.432,(d)) (45-semisquare,2')", '', "(ASC,181.805,(r)) (Jupiter,61.896,(d)) (trine,5')\n(ASC,181.805,(r)) (Sun,181.797,(c)) (conjunction,0')", "(Venus,152.635,(r)) (ASC,197.598,(d)) (45-semisquare,2')", '', '', '', '', '', '', '', '', '', '', '', 4]
['05:11:52', "(MC,92.437,(r)) (Pluto,137.435,(d)) (45-semisquare,0')", '', "(ASC,181.828,(r)) (Jupiter,61.894,(d)) (trine,4')\n(ASC,181.828,(r)) (Sun,181.795,(c)) (conjunction,2')", "(Venus,152.635,(r)) (ASC,197.621,(d)) (45-semisquare,1')", "(MC,92.437,(r)) (Moon,212.512,(c)) (trine,5')", '', '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (MC,55.407,(c)) (conjunction,10')", 6]
['05:12:00', "(MC,92.468,(r)) (Pluto,137.437,(d)) (45-semisquare,2')", '', "(ASC,181.851,(r)) (Jupiter,61.891,(d)) (trine,2')\n(ASC,181.851,(r)) (Sun,181.793,(c)) (conjunction,3')", "(Venus,152.635,(r)) (ASC,197.644,(d)) (45-semisquare,1')\n(MC,92.468,(r)) (Jupiter,62.557,(d)) (30-semisextile,5')", "(MC,92.468,(r)) (Moon,212.517,(c)) (trine,3')", '', '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (MC,55.440,(c)) (conjunction,8')", 7]
['05:12:08', "(MC,92.498,(r)) (Pluto,137.440,(d)) (45-semisquare,3')", '', "(ASC,181.874,(r)) (Jupiter,61.889,(d)) (trine,1')\n(ASC,181.874,(r)) (Sun,181.792,(c)) (conjunction,5')", "(Venus,152.635,(r)) (ASC,197.667,(d)) (45-semisquare,2')\n(MC,92.498,(r)) (Jupiter,62.555,(d)) (30-semisextile,3')", "(MC,92.498,(r)) (Moon,212.521,(c)) (trine,1')", '', '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (MC,55.472,(c)) (conjunction,6')", 7]
['05:12:16', "(MC,92.529,(r)) (Pluto,137.443,(d)) (45-semisquare,5')", '', "(ASC,181.897,(r)) (Jupiter,61.887,(d)) (trine,1')\n(ASC,181.897,(r)) (Sun,181.790,(c)) (conjunction,6')", "(Venus,152.635,(r)) (ASC,197.690,(d)) (45-semisquare,3')\n(MC,92.529,(r)) (Jupiter,62.552,(d)) (30-semisextile,1')", "(MC,92.529,(r)) (Moon,212.526,(c)) (trine,0')", '', '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (MC,55.505,(c)) (conjunction,4')", 7]
['05:12:24', '', '', "(ASC,181.920,(r)) (Jupiter,61.884,(d)) (trine,2')\n(ASC,181.920,(r)) (Sun,181.788,(c)) (conjunction,8')", "(Venus,152.635,(r)) (ASC,197.713,(d)) (45-semisquare,5')\n(MC,92.560,(r)) (Jupiter,62.550,(d)) (30-semisextile,1')", "(MC,92.560,(r)) (Moon,212.531,(c)) (trine,2')", '', '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (MC,55.538,(c)) (conjunction,2')\n(Mean_Node,190.610,(r)) (MC,55.538,(c)) (135-sesquisquare,4')", 7]
['05:12:31', '', '', "(ASC,181.943,(r)) (Jupiter,61.882,(d)) (trine,4')\n(ASC,181.943,(r)) (Sun,181.786,(c)) (conjunction,9')", "(MC,92.590,(r)) (Jupiter,62.548,(d)) (30-semisextile,3')", "(MC,92.590,(r)) (Moon,212.535,(c)) (trine,3')", '', '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (MC,55.570,(c)) (conjunction,0')\n(Mean_Node,190.610,(r)) (MC,55.570,(c)) (135-sesquisquare,2')", 6]
['05:12:39', '', '', "(ASC,181.966,(r)) (Jupiter,61.880,(d)) (trine,5')", "(MC,92.621,(r)) (Jupiter,62.545,(d)) (30-semisextile,5')", "(MC,92.621,(r)) (Moon,212.540,(c)) (trine,5')", '', '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (MC,55.603,(c)) (conjunction,2')\n(Mean_Node,190.610,(r)) (MC,55.603,(c)) (135-sesquisquare,0')", 5]
['05:12:47', '', '', '', '', '', '', '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (MC,55.635,(c)) (conjunction,4')\n(Mean_Node,190.610,(r)) (MC,55.635,(c)) (135-sesquisquare,2')", 2]
['05:12:56', '', '', '', '', '', '', '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (MC,55.668,(c)) (conjunction,6')\n(Mean_Node,190.610,(r)) (MC,55.668,(c)) (135-sesquisquare,3')", 2]
['05:13:04', '', '', '', '', '', '', '', '', '', '', '', '', '', "(Mercury,217.880,(r)) (ASC,157.809,(c)) (sextile,4')", "(Uranus,55.567,(r)) (MC,55.700,(c)) (conjunction,8')\n(Mean_Node,190.610,(r)) (MC,55.700,(c)) (135-sesquisquare,5')", 3]
['05:13:12', '', '', '', '', '', '', '', '', '', '', '', '', '', "(Mercury,217.881,(r)) (ASC,157.832,(c)) (sextile,3')", "(Uranus,55.567,(r)) (MC,55.733,(c)) (conjunction,10')", 2]
['05:13:20', '', '', '', '', '', '', '', '', '', '', '', "(Sun,195.762,(r)) (MC,60.681,(c)) (135-sesquisquare,5')", '', "(Mercury,217.881,(r)) (ASC,157.855,(c)) (sextile,2')", '', 2]
['05:13:28', '', '', '', "(MC,92.805,(r)) (Moon,212.877,(c)) (trine,4')", '', '', '', "(MC,92.805,(r)) (Moon,212.894,(d)) (trine,5')", '', '', '', "(Sun,195.762,(r)) (MC,60.713,(c)) (135-sesquisquare,3')", '', "(Mercury,217.881,(r)) (ASC,157.877,(c)) (sextile,0')", '', 4]
['05:13:36', '', '', '', "(MC,92.836,(r)) (Moon,212.881,(c)) (trine,3')", '', '', '', "(MC,92.836,(r)) (Moon,212.901,(d)) (trine,4')", '', '', '', "(Sun,195.762,(r)) (MC,60.745,(c)) (135-sesquisquare,1')", '', "(Mercury,217.881,(r)) (ASC,157.900,(c)) (sextile,1')", '', 4]
['05:13:44', '', '', '', "(MC,92.866,(r)) (Moon,212.886,(c)) (trine,1')", "(Uranus,55.567,(r)) (MC,115.476,(d)) (sextile,5')", '', '', "(MC,92.866,(r)) (Moon,212.908,(d)) (trine,3')", '', '', '', "(Sun,195.763,(r)) (MC,60.777,(c)) (135-sesquisquare,1')", '', "(Mercury,217.881,(r)) (ASC,157.923,(c)) (sextile,3')", '', 5]
['05:13:52', '', '', '', "(MC,92.897,(r)) (Moon,212.891,(c)) (trine,0')", "(Uranus,55.567,(r)) (MC,115.507,(d)) (sextile,4')", '', '', "(MC,92.897,(r)) (Moon,212.916,(d)) (trine,1')", '', '', '', "(MC,92.897,(r)) (Mean_Node,212.964,(d)) (trine,4')\n(Sun,195.763,(r)) (MC,60.809,(c)) (135-sesquisquare,3')", '', "(Mercury,217.881,(r)) (ASC,157.946,(c)) (sextile,4')", '', 6]
['05:14:00', '', '', '', "(MC,92.928,(r)) (Moon,212.895,(c)) (trine,2')", "(Uranus,55.567,(r)) (MC,115.539,(d)) (sextile,2')", '', '', "(MC,92.928,(r)) (Moon,212.923,(d)) (trine,0')", '', '', '', "(MC,92.928,(r)) (Mean_Node,212.968,(d)) (trine,2')\n(Sun,195.763,(r)) (MC,60.841,(c)) (135-sesquisquare,5')", '', "(Mercury,217.881,(r)) (ASC,157.969,(c)) (sextile,5')", "(Neptune,176.012,(r)) (MC,55.927,(c)) (trine,5')", 7]
['05:14:08', '', '', '', "(MC,92.958,(r)) (Moon,212.900,(c)) (trine,3')", "(Uranus,55.567,(r)) (MC,115.571,(d)) (sextile,0')", '', "(Saturn,43.249,(r)) (ASC,163.159,(c)) (trine,5')", "(MC,92.958,(r)) (Moon,212.931,(d)) (trine,2')", '', '', '', "(MC,92.958,(r)) (Mean_Node,212.971,(d)) (trine,1')", '', '', "(Neptune,176.012,(r)) (MC,55.960,(c)) (trine,3')", 6]
['05:14:15', '', '', '', "(MC,92.989,(r)) (Moon,212.905,(c)) (trine,5')", "(Uranus,55.567,(r)) (MC,115.603,(d)) (sextile,2')", "(ASC,182.242,(r)) (Sun,212.326,(d)) (30-semisextile,5')", "(Saturn,43.249,(r)) (ASC,163.182,(c)) (trine,4')", "(MC,92.989,(r)) (Moon,212.938,(d)) (trine,3')", '', '', '', "(MC,92.989,(r)) (Mean_Node,212.974,(d)) (trine,1')", '', '', "(Neptune,176.012,(r)) (MC,55.992,(c)) (trine,1')", 7]
['05:14:23', '', '', '', '', "(Uranus,55.567,(r)) (MC,115.634,(d)) (sextile,4')", "(ASC,182.265,(r)) (Sun,212.329,(d)) (30-semisextile,4')", "(Saturn,43.249,(r)) (ASC,163.205,(c)) (trine,3')", "(MC,93.020,(r)) (Moon,212.946,(d)) (trine,4')", '', '', '', "(MC,93.020,(r)) (Mean_Node,212.977,(d)) (trine,3')", '', '', "(Neptune,176.012,(r)) (MC,56.025,(c)) (trine,1')", 6]
['05:14:31', '', '', '', '', '', "(ASC,182.288,(r)) (Sun,212.331,(d)) (30-semisextile,3')", "(Saturn,43.249,(r)) (ASC,163.228,(c)) (trine,1')", '', '', '', '', "(MC,93.050,(r)) (Mean_Node,212.980,(d)) (trine,4')", '', '', "(Neptune,176.012,(r)) (MC,56.057,(c)) (trine,3')", 4]
['05:14:39', '', '', '', '', '', "(ASC,182.311,(r)) (Sun,212.334,(d)) (30-semisextile,1')", "(Saturn,43.249,(r)) (ASC,163.251,(c)) (trine,0')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.473,(d)) (150-quincunx,6')", '', "(Neptune,176.012,(r)) (MC,56.090,(c)) (trine,5')", 4]
['05:14:47', '', '', '', '', '', "(ASC,182.334,(r)) (Sun,212.336,(d)) (30-semisextile,0')", "(Saturn,43.249,(r)) (ASC,163.274,(c)) (trine,1')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.496,(d)) (150-quincunx,4')", '', "(Mean_Node,190.610,(r)) (MC,130.528,(d)) (sextile,5')", 4]
['05:14:56', '', '', '', '', '', "(ASC,182.357,(r)) (Sun,212.339,(d)) (30-semisextile,1')", "(Saturn,43.249,(r)) (ASC,163.297,(c)) (trine,3')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.519,(d)) (150-quincunx,3')", '', "(Mean_Node,190.610,(r)) (MC,130.561,(d)) (sextile,3')", 4]
['05:15:04', '', "(MC,93.173,(r)) (Moon,213.259,(c)) (trine,5')", '', '', '', "(ASC,182.380,(r)) (Sun,212.341,(d)) (30-semisextile,2')", "(Saturn,43.249,(r)) (ASC,163.319,(c)) (trine,4')", '', '', '', "(Mars,182.333,(r)) (MC,62.253,(c)) (trine,5')", '', "(Uranus,55.567,(r)) (ASC,205.542,(d)) (150-quincunx,1')", '', "(Mean_Node,190.610,(r)) (MC,130.595,(d)) (sextile,1')", 6]
['05:15:12', "(Venus,152.637,(r)) (MC,107.560,(d)) (45-semisquare,5')", "(MC,93.204,(r)) (Moon,213.263,(c)) (trine,4')", '', '', "(Sun,195.764,(r)) (ASC,165.683,(c)) (30-semisextile,5')", "(ASC,182.403,(r)) (Sun,212.344,(d)) (30-semisextile,4')", "(Saturn,43.249,(r)) (ASC,163.342,(c)) (trine,6')", '', '', "(MC,93.204,(r)) (Neptune,153.288,(c)) (sextile,5')", "(Mars,182.333,(r)) (MC,62.285,(c)) (trine,3')", '', "(Uranus,55.567,(r)) (ASC,205.565,(d)) (150-quincunx,0')", '', "(Mean_Node,190.610,(r)) (MC,130.628,(d)) (sextile,1')", 9]
['05:15:20', "(Venus,152.637,(r)) (MC,107.591,(d)) (45-semisquare,3')\n(ASC,182.426,(r)) (Pluto,137.508,(d)) (45-semisquare,5')", "(MC,93.235,(r)) (Moon,213.268,(c)) (trine,2')", '', "(ASC,182.426,(r)) (Jupiter,62.497,(d)) (trine,4')\n(Moon,297.114,(r)) (MC,72.032,(c)) (135-sesquisquare,5')", "(Sun,195.764,(r)) (ASC,165.706,(c)) (30-semisextile,3')", "(ASC,182.426,(r)) (Sun,212.346,(d)) (30-semisextile,5')", '', '', '', "(MC,93.235,(r)) (Neptune,153.285,(c)) (sextile,3')", "(Mars,182.333,(r)) (MC,62.317,(c)) (trine,1')", '', "(Uranus,55.567,(r)) (ASC,205.588,(d)) (150-quincunx,1')", '', "(Mean_Node,190.610,(r)) (MC,130.661,(d)) (sextile,3')", 11]
['05:15:28', "(Venus,152.638,(r)) (MC,107.622,(d)) (45-semisquare,1')\n(ASC,182.449,(r)) (Pluto,137.510,(d)) (45-semisquare,4')", "(MC,93.265,(r)) (Moon,213.273,(c)) (trine,0')", '', "(ASC,182.449,(r)) (Jupiter,62.494,(d)) (trine,3')\n(Moon,297.115,(r)) (MC,72.063,(c)) (135-sesquisquare,3')", "(Sun,195.764,(r)) (ASC,165.729,(c)) (30-semisextile,2')", '', '', '', '', "(Mars,182.334,(r)) (MC,122.247,(d)) (sextile,5')\n(MC,93.265,(r)) (Neptune,153.282,(c)) (sextile,1')", "(Mars,182.334,(r)) (MC,62.349,(c)) (trine,1')", '', "(Uranus,55.567,(r)) (ASC,205.610,(d)) (150-quincunx,3')", '', "(Mean_Node,190.610,(r)) (MC,130.694,(d)) (sextile,5')", 11]
['05:15:36', "(Venus,152.638,(r)) (MC,107.654,(d)) (45-semisquare,1')\n(ASC,182.472,(r)) (Pluto,137.513,(d)) (45-semisquare,3')", "(MC,93.296,(r)) (Moon,213.278,(c)) (trine,1')", '', "(ASC,182.472,(r)) (Jupiter,62.492,(d)) (trine,1')\n(Moon,297.117,(r)) (MC,72.095,(c)) (135-sesquisquare,1')", "(Sun,195.764,(r)) (ASC,165.752,(c)) (30-semisextile,1')", '', '', '', '', "(Mars,182.334,(r)) (MC,122.279,(d)) (sextile,3')\n(MC,93.296,(r)) (Neptune,153.280,(c)) (sextile,1')", "(Mars,182.334,(r)) (MC,62.381,(c)) (trine,3')", '', "(Uranus,55.567,(r)) (ASC,205.633,(d)) (150-quincunx,4')", '', '', 10]
['05:15:44', "(Venus,152.638,(r)) (MC,107.685,(d)) (45-semisquare,3')\n(Saturn,43.249,(r)) (ASC,193.175,(d)) (150-quincunx,4')\n(ASC,182.495,(r)) (Pluto,137.516,(d)) (45-semisquare,1')", "(MC,93.327,(r)) (Moon,213.283,(c)) (trine,3')", '', "(ASC,182.495,(r)) (Jupiter,62.489,(d)) (trine,0')\n(Moon,297.118,(r)) (MC,72.126,(c)) (135-sesquisquare,0')", "(Sun,195.764,(r)) (ASC,165.774,(c)) (30-semisextile,1')", '', '', '', '', "(Mars,182.334,(r)) (MC,122.312,(d)) (sextile,1')\n(MC,93.327,(r)) (Neptune,153.277,(c)) (sextile,3')", "(Mars,182.334,(r)) (MC,62.413,(c)) (trine,5')", '', "(Uranus,55.567,(r)) (ASC,205.656,(d)) (150-quincunx,5')", '', '', 11]
['05:15:51', "(Venus,152.638,(r)) (MC,107.716,(d)) (45-semisquare,5')\n(Saturn,43.249,(r)) (ASC,193.198,(d)) (150-quincunx,3')\n(ASC,182.518,(r)) (Pluto,137.519,(d)) (45-semisquare,0')", "(MC,93.357,(r)) (Moon,213.287,(c)) (trine,4')", '', "(ASC,182.518,(r)) (Jupiter,62.487,(d)) (trine,2')\n(Moon,297.119,(r)) (MC,72.157,(c)) (135-sesquisquare,2')", "(Sun,195.764,(r)) (ASC,165.797,(c)) (30-semisextile,2')", '', '', '', '', "(Mars,182.334,(r)) (MC,122.344,(d)) (sextile,1')\n(MC,93.357,(r)) (Neptune,153.274,(c)) (sextile,5')", '', '', '', '', '', 9]
['05:15:59', "(Saturn,43.249,(r)) (ASC,193.221,(d)) (150-quincunx,2')\n(ASC,182.541,(r)) (Pluto,137.522,(d)) (45-semisquare,1')\n(Pluto,124.182,(r)) (MC,79.107,(c)) (45-semisquare,5')", '', '', "(ASC,182.541,(r)) (Jupiter,62.484,(d)) (trine,3')\n(Moon,297.120,(r)) (MC,72.188,(c)) (135-sesquisquare,4')", "(Sun,195.764,(r)) (ASC,165.820,(c)) (30-semisextile,3')", '', '', '', '', "(Mars,182.334,(r)) (MC,122.376,(d)) (sextile,3')", '', '', '', '', '', 7]
['05:16:07', "(Saturn,43.249,(r)) (ASC,193.244,(d)) (150-quincunx,0')\n(ASC,182.564,(r)) (Pluto,137.525,(d)) (45-semisquare,2')\n(Pluto,124.182,(r)) (MC,79.137,(c)) (45-semisquare,3')", '', '', "(ASC,182.564,(r)) (Jupiter,62.482,(d)) (trine,5')", "(Sun,195.764,(r)) (ASC,165.843,(c)) (30-semisextile,5')", '', '', '', '', "(Mars,182.334,(r)) (MC,122.409,(d)) (sextile,4')", '', '', '', '', '', 6]
['05:16:15', "(Saturn,43.249,(r)) (ASC,193.267,(d)) (150-quincunx,1')\n(ASC,182.587,(r)) (Pluto,137.527,(d)) (45-semisquare,4')\n(Pluto,124.182,(r)) (MC,79.168,(c)) (45-semisquare,1')", '', '', '', "(ASC,182.587,(r)) (Moon,212.666,(c)) (30-semisextile,5')", '', '', '', '', '', '', '', '', '', '', 4]
['05:16:23', "(Saturn,43.249,(r)) (ASC,193.290,(d)) (150-quincunx,2')\n(ASC,182.610,(r)) (Pluto,137.530,(d)) (45-semisquare,5')\n(Pluto,124.182,(r)) (MC,79.199,(c)) (45-semisquare,1')", '', '', '', "(ASC,182.610,(r)) (Moon,212.670,(c)) (30-semisextile,4')", '', '', '', '', '', '', '', '', '', "(Neptune,176.012,(r)) (MC,130.926,(d)) (45-semisquare,5')", 5]
['05:16:31', "(Saturn,43.249,(r)) (ASC,193.313,(d)) (150-quincunx,4')\n(Pluto,124.182,(r)) (MC,79.230,(c)) (45-semisquare,3')", '', '', '', "(MC,93.511,(r)) (Jupiter,63.587,(d)) (30-semisextile,5')\n(ASC,182.633,(r)) (Moon,212.675,(c)) (30-semisextile,3')", '', '', '', '', '', '', '', '', '', "(Neptune,176.012,(r)) (MC,130.959,(d)) (45-semisquare,3')", 5]
['05:16:39', "(Saturn,43.249,(r)) (ASC,193.336,(d)) (150-quincunx,5')\n(Pluto,124.182,(r)) (MC,79.261,(c)) (45-semisquare,5')", "(Jupiter,43.746,(r)) (MC,73.682,(c)) (30-semisextile,4')", '', '', "(MC,93.541,(r)) (Jupiter,63.584,(d)) (30-semisextile,3')\n(ASC,182.656,(r)) (Moon,212.680,(c)) (30-semisextile,1')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.482,(d)) (150-quincunx,5')", '', '', '', "(Neptune,176.012,(r)) (MC,130.992,(d)) (45-semisquare,1')", 7]
['05:16:47', '', "(Jupiter,43.746,(r)) (MC,73.714,(c)) (30-semisextile,2')", '', '', "(MC,93.572,(r)) (Jupiter,63.582,(d)) (30-semisextile,1')\n(ASC,182.679,(r)) (Moon,212.684,(c)) (30-semisextile,0')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.505,(d)) (150-quincunx,4')", '', '', '', "(Neptune,176.012,(r)) (MC,131.025,(d)) (45-semisquare,1')", 5]
['05:16:56', '', "(Jupiter,43.746,(r)) (MC,73.745,(c)) (30-semisextile,0')", '', '', "(MC,93.603,(r)) (Jupiter,63.579,(d)) (30-semisextile,1')\n(ASC,182.702,(r)) (Moon,212.689,(c)) (30-semisextile,1')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.528,(d)) (150-quincunx,2')", '', '', '', "(Neptune,176.012,(r)) (MC,131.058,(d)) (45-semisquare,3')", 5]
['05:17:04', '', "(Jupiter,43.746,(r)) (MC,73.776,(c)) (30-semisextile,2')", '', '', "(MC,93.633,(r)) (Jupiter,63.577,(d)) (30-semisextile,3')\n(ASC,182.725,(r)) (Moon,212.694,(c)) (30-semisextile,2')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.551,(d)) (150-quincunx,1')", '', '', '', "(Neptune,176.012,(r)) (MC,131.092,(d)) (45-semisquare,5')", 5]
['05:17:12', '', "(Venus,152.639,(r)) (ASC,197.553,(d)) (45-semisquare,5')\n(Jupiter,43.746,(r)) (MC,73.807,(c)) (30-semisextile,4')", '', '', "(MC,93.664,(r)) (Jupiter,63.574,(d)) (30-semisextile,5')\n(ASC,182.748,(r)) (Moon,212.698,(c)) (30-semisextile,3')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.574,(d)) (150-quincunx,0')", '', '', '', '', 5]
['05:17:20', '', "(Venus,152.639,(r)) (ASC,197.576,(d)) (45-semisquare,4')\n(Jupiter,43.746,(r)) (MC,73.838,(c)) (30-semisextile,6')", '', '', "(ASC,182.771,(r)) (Moon,212.703,(c)) (30-semisextile,4')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.596,(d)) (150-quincunx,2')", '', '', '', '', 4]
['05:17:28', '', "(Venus,152.639,(r)) (ASC,197.599,(d)) (45-semisquare,2')", '', '', "(ASC,182.794,(r)) (Moon,212.708,(c)) (30-semisextile,5')", '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.619,(d)) (150-quincunx,3')", '', '', '', '', 3]
['05:17:36', '', "(Venus,152.639,(r)) (ASC,197.622,(d)) (45-semisquare,1')", '', '', '', '', '', '', '', '', "(Uranus,55.567,(r)) (ASC,205.642,(d)) (150-quincunx,5')", '', '', '', '', 2]
['05:17:44', '', "(Venus,152.639,(r)) (ASC,197.645,(d)) (45-semisquare,0')", '', '', '', '', '', '', '', '', '', '', '', '', '', 1]
['05:17:52', '', "(Venus,152.639,(r)) (ASC,197.668,(d)) (45-semisquare,2')", '', '', '', '', '', '', '', '', '', '', '', "(Moon,297.137,(r)) (ASC,207.050,(d)) (square,5')", '', 2]
['05:18:00', '', "(Venus,152.640,(r)) (ASC,197.691,(d)) (45-semisquare,3')", '', '', '', '', '', '', '', '', '', '', '', "(Moon,297.138,(r)) (ASC,207.073,(d)) (square,4')", '', 2]
['05:18:08', '', "(Venus,152.640,(r)) (ASC,197.714,(d)) (45-semisquare,4')", '', '', '', '', '', '', '', '', '', '', '', "(Moon,297.139,(r)) (ASC,207.096,(d)) (square,3')", '', 2]
['05:18:16', '', '', '', '', '', '', '', "(Jupiter,43.746,(r)) (ASC,163.662,(c)) (trine,5')", '', '', '', '', "(Venus,152.640,(r)) (MC,62.553,(c)) (square,5')", "(Moon,297.140,(r)) (ASC,207.118,(d)) (square,1')", '', 3]
['05:18:24', '', '', '', '', '', '', '', "(Jupiter,43.746,(r)) (ASC,163.685,(c)) (trine,4')", '', '', '', '', "(Venus,152.640,(r)) (MC,62.585,(c)) (square,3')", "(Moon,297.141,(r)) (ASC,207.141,(d)) (square,0')", '', 3]
['05:18:32', '', '', '', "(ASC,182.978,(r)) (Moon,213.057,(c)) (30-semisextile,5')", '', '', '', "(Jupiter,43.746,(r)) (ASC,163.708,(c)) (trine,2')", '', '', '', '', "(Venus,152.640,(r)) (MC,62.616,(c)) (square,1')", "(Moon,297.142,(r)) (ASC,207.164,(d)) (square,1')", '', 4]
['05:18:40', '', '', '', "(ASC,183.001,(r)) (Moon,213.062,(c)) (30-semisextile,4')", '', '', '', "(Jupiter,43.746,(r)) (ASC,163.731,(c)) (trine,1')", '', '', '', "(ASC,183.001,(r)) (Mean_Node,213.080,(d)) (30-semisextile,5')", "(Venus,152.640,(r)) (MC,62.648,(c)) (square,0')", "(Moon,297.144,(r)) (ASC,207.187,(d)) (square,3')", '', 5]
['05:18:48', '', '', '', "(ASC,183.024,(r)) (Moon,213.066,(c)) (30-semisextile,3')", '', '', '', "(Jupiter,43.746,(r)) (ASC,163.754,(c)) (trine,0')", '', '', '', "(ASC,183.024,(r)) (Mean_Node,213.083,(d)) (30-semisextile,4')", "(Venus,152.640,(r)) (MC,62.680,(c)) (square,2')", "(Moon,297.145,(r)) (ASC,207.209,(d)) (square,4')", '', 5]
['05:18:56', '', '', '', "(ASC,183.047,(r)) (Moon,213.071,(c)) (30-semisextile,1')", '', '', '', "(Jupiter,43.746,(r)) (ASC,163.777,(c)) (trine,2')", '', '', '', "(ASC,183.047,(r)) (Mean_Node,213.086,(d)) (30-semisextile,2')", "(Venus,152.640,(r)) (MC,62.712,(c)) (square,4')", "(Moon,297.146,(r)) (ASC,207.232,(d)) (square,5')", '', 5]
['05:19:04', '', '', '', "(Uranus,55.567,(r)) (MC,115.484,(d)) (sextile,5')\n(ASC,183.070,(r)) (Moon,213.076,(c)) (30-semisextile,0')", '', '', '', "(Jupiter,43.746,(r)) (ASC,163.799,(c)) (trine,3')", '', '', '', "(ASC,183.070,(r)) (Mean_Node,213.089,(d)) (30-semisextile,1')", '', '', '', 4]
['05:19:12', '', '', "(Jupiter,43.746,(r)) (MC,73.676,(c)) (30-semisextile,4')", "(Uranus,55.567,(r)) (MC,115.516,(d)) (sextile,3')\n(ASC,183.093,(r)) (Moon,213.081,(c)) (30-semisextile,1')", '', '', '', "(Jupiter,43.746,(r)) (ASC,163.822,(c)) (trine,5')", '', '', '', "(ASC,183.093,(r)) (Mean_Node,213.093,(d)) (30-semisextile,0')", '', '', '', 5]
['05:19:20', '', '', "(Jupiter,43.746,(r)) (MC,73.707,(c)) (30-semisextile,2')", "(Uranus,55.567,(r)) (MC,115.548,(d)) (sextile,1')\n(ASC,183.116,(r)) (Moon,213.085,(c)) (30-semisextile,2')", '', '', '', '', '', "(ASC,183.116,(r)) (Neptune,153.203,(c)) (30-semisextile,5')", "(Neptune,176.012,(r)) (ASC,205.938,(d)) (30-semisextile,4')", "(ASC,183.116,(r)) (Mean_Node,213.096,(d)) (30-semisextile,1')", '', '', '', 6]
