['Time', '0: 1949-08-15', '1: 1952-01-21', '2: 1953-04-18', '3: 1953-06-25', '4: 1953-09-12', '5: 1956-08-23', '6: 1957-08-03', '7: 1957-11-27', '8: 1958-11-04', '9: 1960-11-25', '10: 1963-08-07', '11: 1963-08-09', '12: 1963-11-22', '13: 1964-06-15', '14: 1957-11-15', '15: 1968-03-15', '16: 1968-06-05', '17: 1968-10-20', '18: 1975-03-15', '19: 1994-05-20', 'Count']
['1929-07-27 20:09:04', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:09:12', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:09:20', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:09:28', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:09:36', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', 0]
['1929-07-27 20:09:44', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', "(Neptune,150.108,(r)) (H8,60.021,(c)) (square,5.21')", '19', 1]
['1929-07-27 20:09:52', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', "(Neptune,150.108,(r)) (H8,60.049,(c)) (square,3.52')", '19', 1]
['1929-07-27 20:10:00', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', "(Neptune,150.108,(r)) (H8,60.078,(c)) (square,1.82')", '19', 1]
['1929-07-27 20:10:08', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', "(Mean_Node,47.260,(r)) (H8,137.202,(d)) (square,3.47')", '13', '14', '15', '16', '17', "(Neptune,150.108,(r)) (H8,60.106,(c)) (square,0.13')", '19', 2]
['1929-07-27 20:10:16', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', "(Mean_Node,47.260,(r)) (H8,137.244,(d)) (square,0.95')", '13', '14', '15', '16', '17', "(Neptune,150.108,(r)) (H8,60.134,(c)) (square,1.57')", '19', 2]
['1929-07-27 20:10:24', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', "(Mean_Node,47.260,(r)) (H8,137.286,(d)) (square,1.56')", '13', '14', '15', '16', '17', "(Neptune,150.108,(r)) (H8,60.162,(c)) (square,3.26')", '19', 2]
